stop_frisk_id,stop_frisk_date,stop_frisk_time,year2,month2,day2,stop_was_initiated,record_status_code,issuing_officer_rank,issuing_officer_command_code,supervising_officer_rank,supervising_officer_command_code,supervising_action_corresponding_activity_log_entry_reviewed,location_in_out_code,jurisdiction_code,jurisdiction_description,observed_duration_minutes,suspected_crime_description,stop_duration_minutes,officer_explained_stop_flag,officer_not_explained_stop_description,other_person_stopped_flag,suspect_arrested_flag,suspect_arrest_offense,summons_issued_flag,summons_offense_description,officer_in_uniform_flag,id_card_identifies_officer_flag,shield_identifies_officer_flag,verbal_identifies_officer_flag,frisked_flag,searched_flag,other_contraband_flag,firearm_flag,knife_cutter_flag,other_weapon_flag,weapon_found_flag,physical_force_cew_flag,physical_force_draw_point_firearm_flag,physical_force_handcuff_suspect_flag,physical_force_oc_spray_used_flag,physical_force_other_flag,physical_force_restraint_used_flag,physical_force_verbal_instruction_flag,physical_force_weapon_impact_flag,backround_circumstances_violent_crime_flag,backround_circumstances_suspect_known_to_carry_weapon_flag,suspects_actions_casing_flag,suspects_actions_concealed_possession_weapon_flag,suspects_actions_decription_flag,suspects_actions_drug_transactions_flag,suspects_actions_identify_crime_pattern_flag,suspects_actions_lookout_flag,suspects_actions_other_flag,suspects_actions_proximity_to_scene_flag,search_basis_admission_flag,search_basis_consent_flag,search_basis_hard_object_flag,search_basis_incidental_to_arrest_flag,search_basis_other_flag,search_basis_outline_flag,demeanor_code,demeanor_of_person_stopped,suspect_reported_age,suspect_sex,suspect_race_description,suspect_height,suspect_weight,suspect_body_build_type,suspect_eye_color,suspect_hair_color,suspect_other_description,stop_location_precinct,stop_location_sector_code,stop_location_apartment,stop_location_full_address,stop_location_premises_name,stop_location_street_name,stop_location_x,stop_location_y,stop_location_zip_code,stop_location_patrol_boro_name,stop_location_boro_name,stop_id_anony,ask_for_consent_flg,consent_given_flg,stop_id
NA,2019-09-07,1899-12-31 15:20:00,2019,September,Saturday,Based on Radio Run,APP,POM,70,SGT,70,NA,I,P,PSB,1,PETIT LARCENY,20,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),DE,"TALKED AND MOVED AROUND ALOT, ACTED NERVOUS",(null),FEMALE,WHITE HISPANIC,5.1,100,MED,BLK,BLK,BLACK SHIRT,70,A,(null),1439 OCEAN AVENUE,NA,OCEAN AVENUE,996290,167717,(null),PBBS,BROOKLYN,7639,N,N,NA
NA,2019-05-25,1899-12-31 15:45:00,2019,May,Saturday,Based on C/W on Scene,APP,POM,67,SGT,67,NA,O,(null),(null),2,CPW,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,27,MALE,BLACK,5.9,170,MED,BRO,BLK,"WHITE TSHIRT, BLUE SHORTS",67,C,(null),814 LINDEN BOULEVARD,NA,LINDEN BOULEVARD,1004239,177540,(null),PBBS,BROOKLYN,7110,Y,Y,NA
NA,2019-12-28,1899-12-31 15:50:00,2019,December,Saturday,Based on Radio Run,APP,POM,868,SGT,868,NA,S,T,Transit,1,ROBBERY,30,Y,(null),Y,Y,ASSAULT,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,UPSET,21,MALE,BLACK,5.9,140,THN,BRO,BLK,NONE,84,C,(null),FLATBUSH AVENUE EXTENSION && DE KALB AVENUE,NA,FLATBUSH AVENUE EXTENSION,989387,190637,(null),PBBN,BROOKLYN,13448,N,N,NA
2017042010057,2017-03-10,1899-12-31 20:40:00,2017,March,Friday,Based on Self Initiated,APP,POM,807,SGT,807,Y,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,UNCOOPERATIVE,23,MALE,BLACK,6.3,170,THN,BRO,BLK,LIFELI,42,A,(null),1545 FULTON AVENUE,(null),FULTON AVENUE,1011893,244394,(null),PBBX,BRONX,NA,NA,NA,NA
2017090010127,2017-09-04,1899-12-31 08:07:00,2017,September,Monday,Based on Radio Run,APP,POM,090,SGT,090,Y,I,P,PSB,3,BURGLARY,23,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,BURGLARY,(null),MALE,BLACK,5.1,180,HEA,BRO,BLK,(null),90,D,(null),13 GRATTAN STREET,(null),GRATTAN STREET,1002915,196318,(null),PBBN,BROOKLYN,NA,NA,NA,NA
NA,2020-01-17,1899-12-31 03:30:00,2020,January,Friday,Based on Radio Run,APP,POM,75,SGT,75,NA,O,P,PSB,1,BURGLARY,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,NA,32,MALE,BLACK,5.8,225,MED,(null),(nu,(null),75,A,(null),107 PINE ST,NA,PINE ST,1019402,188539,11208,PBBN,BROOKLYN,NA,N,N,496
6804,2018-08-06,1899-12-31 17:55:00,2018,August,Monday,Based on Self Initiated,APP,POM,808,SGT,318,Y,O,(null),(null),1,CPW,3,Y,(null),N,N,(null),N,(null),N,(null),S,(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,27,MALE,BLACK,5.0999999999999996,170,THN,BRO,BLD,(null),43,B,(null),407 ZEREGA AVENUE,(null),ZEREGA AVENUE,1027102,236303,(null),PBBX,BRONX,NA,NA,NA,NA
2017103010146,2017-11-19,1899-12-31 04:54:00,2017,November,Sunday,Based on Radio Run,APP,POM,103,SGT,103,Y,O,P,PSB,1,ROBBERY,14,Y,(null),Y,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ROBBERY,34,MALE,WHITE HISPANIC,5.2,150,MED,BRO,BLK,N/A,103,A,(null),149 STREET && 90 AVENUE,(null),149 STREET,1037966,195633,(null),PBQS,QUEENS,NA,NA,NA,NA
NA,2021-08-07,03:24:00,2021,August,Saturday,Based on Radio Run,APP,POM,078,LT,078,Y,O,P,PSB,0,BURGLARY,30,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,25,MALE,BLACK,6.2,200,HEA,BRO,BLK,BLACK SHIRT BLACK BACKPACK,078,A,(null),178 FLATBUSH AVE,NA,FLATBUSH AVE,990757,187912,NA,PBBS,BROOKLYN,NA,N,N,4631
NA,2019-05-01,1899-12-31 21:45:00,2019,May,Wednesday,Based on Radio Run,APP,POM,60,LT,60,NA,(null),(null),(null),1,PETIT LARCENY,13,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),DE,CALM,45,MALE,BLACK,6.1,200,THN,BRO,BLD,(null),60,D,(null),WEST 31 STREET && NEPTUNE AVENUE,NA,WEST 31 STREET,984838,149692,(null),PBBS,BROOKLYN,6254,Y,Y,NA
NA,2020-12-14,1899-12-31 17:46:00,2020,December,Monday,Based on Radio Run,APP,POM,63,SGT,63,NA,O,P,PSB,1,ROBBERY,8,Y,(null),Y,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,CALM,52,MALE,BLACK,5.8,160,THN,BRO,BLK,(null),63,C,(null),4915 FLATLANDS AVE,NA,FLATLANDS AVE,1004257,167555,11234,PBBS,BROOKLYN,NA,N,N,9074
NA,2020-02-11,1899-12-31 04:02:00,2020,February,Tuesday,Based on Radio Run,APP,POM,114,SGT,114,NA,I,P,PSB,1,OTHER,4,N,ARREST,N,Y,OTHER,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,CONFUSED / INTOXICATED,38,MALE,WHITE,6,180,MED,BRO,BLK,BLACK JACKET BLACK HOOD WITH,114,B,(null),20-31 19 ST,NA,19 ST,1007906,224997,11105,PBQN,QUEENS,NA,N,N,1421
6119,2018-07-16,1899-12-31 10:50:00,2018,July,Monday,Based on Radio Run,APP,POM,61,SGT,61,Y,O,P,PSB,0,PETIT LARCENY,15,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),Y,(null),(null),DE,ANGRY,27,MALE,BLACK,5.1100000000000003,180,THN,BRO,BLK,(null),61,D,(null),SHEEPSHEAD BAY ROAD && EAST 15 STREET,(null),SHEEPSHEAD BAY ROAD,996967,153279,(null),PBBS,BROOKLYN,NA,NA,NA,NA
NA,2019-04-07,1899-12-31 01:37:00,2019,April,Sunday,Based on C/W on Scene,APP,POM,23,SGT,23,NA,O,P,PSB,1,PETIT LARCENY,3,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM,29,MALE,WHITE HISPANIC,5.9,185,THN,BLK,BLK,NONE,23,C,(null),MADISON AVENUE && EAST 105 STREET,NA,MADISON AVENUE,998095,228167,(null),PBMN,MANHATTAN,1969,N,N,NA
NA,2019-06-05,1899-12-31 02:22:00,2019,June,Wednesday,Based on C/W on Scene,APP,POM,868,SGT,868,NA,(null),T,Transit,1,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,ANGRY,38,MALE,BLACK,5.8,150,MED,BRO,BLK,(null),84,C,(null),285 JAY STREET,NA,JAY STREET,987822,192701,(null),PBBN,BROOKLYN,10005,N,N,NA
2017088010078,2017-10-31,1899-12-31 20:00:00,2017,October,Tuesday,Based on Self Initiated,APP,POM,088,LT,088,Y,(null),P,PSB,15,ROBBERY,5,Y,(null),Y,N,(null),N,(null),N,(null),S,V,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,ROBBERY,15,MALE,BLACK,5.6,140,THN,BRO,BLK,HOLDIN,88,D,(null),FULTON STREET && LAFAYETTE AVENUE,(null),FULTON STREET,990849,189579,(null),PBBN,BROOKLYN,NA,NA,NA,NA
NA,2019-04-17,1899-12-31 12:12:00,2019,April,Wednesday,Based on Self Initiated,APP,POM,6,SGT,6,NA,(null),(null),(null),4,PETIT LARCENY,7,Y,(null),N,N,(null),N,(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS / CONFUSED,51,MALE,BLACK,5.1,165,THN,BRO,GRY,BLACK JACKET,6,B,(null),AVENUE OF THE AMERICAS && WEST 13 STREET,NA,AVENUE OF THE AMERICAS,984987,207665,(null),PBMS,MANHATTAN,272,N,N,NA
NA,2020-01-07,1899-12-31 16:00:00,2020,January,Tuesday,Based on Self Initiated,APP,POM,75,SGT,75,NA,S,T,Transi,1,CPW,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,NA,NA,MALE,BLACK,NA,200,MED,ZZZ,BLK,(null),75,A,(null),GRANT AVE && PITKIN AVE,NA,GRANT AVE,1021681,185970,(null),PBBN,BROOKLYN,NA,N,N,318
NA,2019-04-19,1899-12-31 00:00:00,2019,April,Friday,Based on C/W on Scene,APP,POM,67,SGT,67,NA,(null),P,PSB,1,PETIT LARCENY,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,20,MALE,BLACK,5.11,180,MED,BLK,BLK,(null),67,C,(null),1 REMSEN AVENUE,NA,REMSEN AVENUE,1003255,180894,(null),PBBS,BROOKLYN,7065,N,N,NA
975,2018-02-02,1899-12-31 00:55:00,2018,February,Friday,Based on Radio Run,APP,POM,34,SGT,34,Y,O,P,PSB,1,CPW,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,Y,DE,COMBATIVE UNCOOPERTIVE,34,MALE,BLACK,6.1,210,U,BRO,BLK,(null),34,D,(null),247 DYCKMAN STREET,(null),DYCKMAN STREET,1004093,254930,(null),PBMN,MANHATTAN,NA,NA,NA,NA
10219,2018-11-30,1899-12-31 23:50:00,2018,November,Friday,Based on Radio Run,APP,POM,77,SGT,77,Y,I,P,PSB,1,ASSAULT,1,Y,(null),N,Y,ASSAULT,N,(null),N,(null),(null),V,Y,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),N/A,N/A,32,MALE,BLACK,5.0999999999999996,215,MED,BRO,BRO,FACIAL HAIR,77,D,(null),1225 EASTERN PARKWAY,(null),EASTERN PARKWAY,1004348,182878,(null),PBBN,BROOKLYN,NA,NA,NA,NA
2017028010010,2017-01-19,1899-12-31 12:15:00,2017,January,Thursday,Based on Self Initiated,APP,POM,805,SGT,805,Y,(null),H,Housing,1,CRIMINAL TRESPASS,10,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),CM,CRIMINAL TRESPASS,49,MALE,BLACK,5.8,180,MED,BRO,BLK,(null),28,A,(null),71 WEST 112 STREET,(null),WEST 112 STREET,997983,230378,(null),PBMN,MANHATTAN,NA,NA,NA,NA
NA,2021-09-28,19:54:00,2021,September,Tuesday,Based on Self Initiated,APP,DTS,075,SGT,075,Y,O,P,PSB,1,CPW,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),DE,NERVOUS,18,MALE,WHITE HISPANIC,5.10,155,THN,BRO,RED,GLASSES T-SHIRT AND JEANS,075,B,(null),PENNSYLVANIA AVE && BLAKE AVE,NA,PENNSYLVANIA AVE,1013480,182324,NA,PBBN,BROOKLYN,NA,N,N,5891
NA,2021-09-17,00:20:00,2021,September,Friday,Based on Radio Run,APP,POM,018,SGT,018,Y,(null),P,PSB,2,MENACING,20,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),DE,NA,25,MALE,BLACK,6.2,265,MED,BRO,BLK,(null),018,E,(null),606 W 57 ST,NA,W 57 ST,986328,220029,NA,PBMS,MANHATTAN,NA,N,Y,5619
5806,2018-07-05,1899-12-31 22:22:00,2018,July,Thursday,Based on Radio Run,APP,POM,60,SGT,60,Y,O,H,Housing,0,ASSAULT,35,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),DE,CALM,(null),MALE,BLACK,5.6,(null),HEA,BRO,BLD,BEARD,60,D,(null),3028 WEST 29 STREET,(null),WEST 29 STREET,985680,147817,(null),PBBS,BROOKLYN,NA,NA,NA,NA
2017106010102,2017-03-03,1899-12-31 19:30:00,2017,March,Friday,Based on Radio Run,APP,POM,106,SGT,106,Y,O,P,PSB,1,ROBBERY,10,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ROBBERY,15,MALE,WHITE HISPANIC,6.1,160,THN,BRO,BLK,(null),106,D,(null),81 STREET && 133 AVENUE,(null),81 STREET,1024442,184738,(null),PBQS,QUEENS,NA,NA,NA,NA
NA,2019-06-06,1899-12-31 19:10:00,2019,June,Thursday,Based on Radio Run,APP,POM,52,LT,52,NA,(null),(null),(null),1,ASSAULT,3,Y,(null),Y,N,(null),N,(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,27,MALE,WHITE HISPANIC,5.9,210,HEA,BRO,BLK,(null),52,A,(null),AQUEDUCT AVENUE && WEST KINGSBRIDGE ROAD,NA,AQUEDUCT AVENUE,1011918,255536,(null),PBBX,BRONX,6006,N,N,NA
NA,2019-04-17,1899-12-31 01:39:00,2019,April,Wednesday,Based on Radio Run,APP,POM,67,SGT,67,NA,O,(null),(null),1,CPW,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,16,MALE,BLACK,6,160,THN,BRO,BLK,(null),67,A,(null),2723 CHURCH AVENUE,NA,CHURCH AVENUE,997640,176350,(null),PBBS,BROOKLYN,7061,N,N,NA
8499,2018-09-29,1899-12-31 00:25:00,2018,September,Saturday,Based on Radio Run,APP,POM,88,LT,88,Y,O,P,PSB,1,ROBBERY,5,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),DE,AGITATED,41,FEMALE,BLACK,5.2,160,MED,BRO,BLK,"WHITE TEE SHIRT, BLACK SWEATPANTS",88,B,(null),LAFAYETTE AVENUE && CLINTON AVENUE,(null),LAFAYETTE AVENUE,993184,189929,(null),PBBN,BROOKLYN,NA,NA,NA,NA
NA,2020-12-30,1899-12-31 13:20:00,2020,December,Wednesday,Based on Radio Run,APP,POM,121,SGT,121,NA,O,P,PSB,2,AUTO STRIPPIG,8,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),CM,CALM,15,MALE,BLACK,5.7,150,THN,BRO,BLK,(null),121,C,(null),726 WOOLLEY AVE,NA,WOOLLEY AVE,945135,159754,10314,PBSI,STATEN ISLAND,NA,Y,Y,9435
4892,2018-06-04,1899-12-31 17:33:00,2018,June,Monday,Based on C/W on Scene,APP,POM,84,SGT,84,Y,(null),(null),(null),1,GRAND LARCENY,2,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,42,FEMALE,WHITE HISPANIC,5.5,195,MED,BLK,BLK,"""ANGEL"" ON LEFT ARM",84,C,(null),LIVINGSTON STREET && HOYT STREET,(null),LIVINGSTON STREET,988205,190528,(null),PBBN,BROOKLYN,NA,NA,NA,NA
NA,2021-12-26,19:59:00,2021,December,Sunday,Based on Radio Run,APP,POM,060,SGT,060,Y,O,P,PSB,1,CPSP,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,APPRECIATIVE / CALM,50,MALE,BLACK,5.10,170,THN,BRO,BLK,(null),060,D,(null),2861 W 30 ST,NA,W 30 ST,985267,149226,NA,PBBS,BROOKLYN,NA,N,Y,8722
NA,2020-03-19,1899-12-31 18:56:00,2020,March,Thursday,Based on C/W on Scene,APP,POM,871,SGT,871,NA,O,T,Transi,1,GRAND LARCENY,18,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CALM,16,MALE,BLACK,5.1,145,THN,BRO,BLK,(null),70,A,(null),AVENUE I && E 24 ST,NA,AVENUE I,997287,168274,11210,PBBS,BROOKLYN,NA,N,N,2690
NA,2020-04-09,1899-12-31 01:00:00,2020,April,Thursday,Based on Radio Run,APP,POM,807,SGT,807,NA,I,H,Housin,1,MENACING,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,23,MALE,BLACK,5.8,220,MED,BRO,BLK,(null),40,C,(null),732 COURTLANDT AVE,NA,COURTLANDT AVE,1007134,238460,10455,PBBX,BRONX,NA,N,N,3464
2017077010028,2017-02-07,1899-12-31 14:18:00,2017,February,Tuesday,Based on Radio Run,APP,POM,077,SGT,077,Y,(null),P,PSB,2,CPW,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,CPW,28,FEMALE,BLACK,5.1,120,THN,BRO,BLK,(null),77,D,(null),LINCOLN PLACE && ROCHESTER AVENUE,(null),LINCOLN PLACE,1004151,183233,(null),PBBN,BROOKLYN,NA,NA,NA,NA
NA,2021-04-01,13:56:00,2021,April,Thursday,Based on Radio Run,APP,POM,103,(null),(null),(null),O,P,PSB,1,OTHER,5,Y,(null),N,Y,FORCIBLE TOUCHING,N,(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,CALM,50,MALE,WHITE HISPANIC,5.7,145,THN,BRO,BLK,(null),103,A,(null),ARCHER AVE && UNION HALL ST,NA,ARCHER AVE,1040501,195476,NA,PBQS,QUEENS,NA,N,N,1925
NA,2021-07-14,20:28:00,2021,July,Wednesday,Based on Self Initiated,APP,POM,028,SGT,028,Y,O,(null),(null),1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM COOPERATIVE,(null),MALE,BLACK,5.10,170,HEA,BRO,BLK,(null),028,D,(null),292 LENOX AVE,NA,LENOX AVE,999363,233454,NA,PBMN,MANHATTAN,NA,(null),(null),4057
NA,2019-08-29,1899-12-31 02:20:00,2019,August,Thursday,Based on Radio Run,APP,POM,184,LT,184,NA,O,H,Housing,1,PETIT LARCENY,20,Y,(null),Y,N,(null),N,(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,18,MALE,BLACK,5.1,160,MED,BRO,BLK,"GREEN HOODIE, BLACK PANTS",114,A,(null),31-25 51 STREET,NA,51 STREET,1009721,214846,(null),PBQN,QUEENS,12707,N,N,NA
NA,2021-09-06,22:09:00,2021,September,Monday,Based on Radio Run,APP,POM,094,SGT,094,Y,O,(null),(null),0,BURGLARY,31,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,CALM,26,MALE,WHITE HISPANIC,5.7,160,MED,BRO,BLK,(null),094,B,(null),41 SKILLMAN AVE,NA,SKILLMAN AVE,998075,199959,NA,PBBN,BROOKLYN,NA,N,(null),5346
2017026010043,2017-07-12,1899-12-31 12:54:00,2017,July,Wednesday,Based on Radio Run,APP,POF,026,SGT,026,Y,S,P,PSB,1,PETIT LARCENY,18,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,40,MALE,BLACK,5.6,180,MED,BRO,BLK,N/A,26,D,(null),WEST 125 STREET && BROADWAY,(null),WEST 125 STREET,995795,236457,(null),PBMN,MANHATTAN,NA,NA,NA,NA
