stop_frisk_id,stop_frisk_date,stop_frisk_time,year2,month2,day2,stop_was_initiated,record_status_code,issuing_officer_rank,issuing_officer_command_code,supervising_officer_rank,supervising_officer_command_code,supervising_action_corresponding_activity_log_entry_reviewed,location_in_out_code,jurisdiction_code,jurisdiction_description,observed_duration_minutes,suspected_crime_description,stop_duration_minutes,officer_explained_stop_flag,officer_not_explained_stop_description,other_person_stopped_flag,suspect_arrested_flag,suspect_arrest_offense,summons_issued_flag,summons_offense_description,officer_in_uniform_flag,id_card_identifies_officer_flag,shield_identifies_officer_flag,verbal_identifies_officer_flag,frisked_flag,searched_flag,other_contraband_flag,firearm_flag,knife_cutter_flag,other_weapon_flag,weapon_found_flag,physical_force_cew_flag,physical_force_draw_point_firearm_flag,physical_force_handcuff_suspect_flag,physical_force_oc_spray_used_flag,physical_force_other_flag,physical_force_restraint_used_flag,physical_force_verbal_instruction_flag,physical_force_weapon_impact_flag,backround_circumstances_violent_crime_flag,backround_circumstances_suspect_known_to_carry_weapon_flag,suspects_actions_casing_flag,suspects_actions_concealed_possession_weapon_flag,suspects_actions_decription_flag,suspects_actions_drug_transactions_flag,suspects_actions_identify_crime_pattern_flag,suspects_actions_lookout_flag,suspects_actions_other_flag,suspects_actions_proximity_to_scene_flag,search_basis_admission_flag,search_basis_consent_flag,search_basis_hard_object_flag,search_basis_incidental_to_arrest_flag,search_basis_other_flag,search_basis_outline_flag,demeanor_code,demeanor_of_person_stopped,suspect_reported_age,suspect_sex,suspect_race_description,suspect_height,suspect_weight,suspect_body_build_type,suspect_eye_color,suspect_hair_color,suspect_other_description,stop_location_precinct,stop_location_sector_code,stop_location_apartment,stop_location_full_address,stop_location_premises_name,stop_location_street_name,stop_location_x,stop_location_y,stop_location_zip_code,stop_location_patrol_boro_name,stop_location_boro_name,stop_id_anony,ask_for_consent_flg,consent_given_flg,stop_id
2017025010096,2017-06-14,1899-12-31 06:20:00,2017,June,Wednesday,Based on Self Initiated,APP,POM,162,SGT,162,Y,(null),P,PSB,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,ASSAULT,(null),MALE,BLACK,5.9,160,MED,BRO,BLK,(null),25,B,(null),LEXINGTON AVENUE && EAST 117 STREET,(null),LEXINGTON AVENUE,1000550,230489,(null),PBMN,MANHATTAN,NA,NA,NA,NA
2017045010024,2017-04-21,1899-12-31 17:31:00,2017,April,Friday,Based on Radio Run,APP,POM,045,SGT,045,N,O,P,PSB,1,OTHER,3,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,OTHER,29,MALE,WHITE HISPANIC,5.11,175,MED,BRO,BLK,(null),45,D,(null),VINCENT AVENUE && BARKLEY AVENUE,(null),VINCENT AVENUE,1034041,243012,(null),PBBX,BRONX,NA,NA,NA,NA
NA,2019-06-14,1899-12-31 01:38:00,2019,June,Friday,Based on Self Initiated,APP,POM,808,SGT,808,NA,O,H,Housing,1,ROBBERY,0,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLE,N,(null),N,(null),S,V,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,NERVOUS,25,MALE,BLACK,5.8,150,MED,BRO,BLK,TATTOO UNDER LEFT EYE,43,C,(null),1635 EAST 174 STREET,NA,EAST 174 STREET,1018827,243186,(null),PBBX,BRONX,4493,N,(,NA
2017049010277,2017-12-11,1899-12-31 23:05:00,2017,December,Monday,Based on Radio Run,APP,POF,049,SGT,049,Y,(null),P,PSB,0,ROBBERY,10,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),CM,ROBBERY,19,MALE,WHITE HISPANIC,NA,130,THN,BRO,BLK,N/A,49,D,(null),WHITE PLAINS ROAD && BRADY AVENUE,(null),WHITE PLAINS ROAD,1020831,249862,(null),PBBX,BRONX,NA,NA,NA,NA
2017114010179,2017-05-05,1899-12-31 18:55:00,2017,May,Friday,Based on Radio Run,APP,POM,114,SGT,114,Y,O,P,PSB,1,GRAND LARCENY AUTO,10,Y,(null),Y,N,(null),N,(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,15,MALE,WHITE HISPANIC,5.4,140,MED,BRO,BLK,BLACK,114,B,(null),20-24 28 STREET,(null),28 STREET,1009573,223628,(null),PBQN,QUEENS,NA,NA,NA,NA
NA,2019-07-24,1899-12-31 17:05:00,2019,July,Wednesday,Based on Radio Run,APP,POM,83,SGT,83,NA,O,P,PSB,1,BURGLARY,40,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,16,FEMALE,BLACK HISPANIC,5.5,145,THN,BLK,BLK,(null),83,B,(null),358 IRVING AVENUE,NA,IRVING AVENUE,1008591,193508,(null),PBBN,BROOKLYN,9883,N,N,NA
7981,2018-09-12,1899-12-31 14:20:00,2018,September,Wednesday,Based on Radio Run,APP,POM,807,SGT,807,Y,O,H,Housing,1,CPW,2,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),N/A,N/A,16,MALE,BLACK,5.9,110,THN,BRO,BLK,(null),40,B,(null),MORRIS AVENUE && EAST 143 STREET,(null),MORRIS AVENUE,1005215,236231,(null),PBBX,BRONX,NA,NA,NA,NA
9002,2018-10-17,1899-12-31 17:17:00,2018,October,Wednesday,Based on Radio Run,APP,POM,114,SGT,114,Y,(null),(null),(null),1,PETIT LARCENY,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,17,MALE,BLACK HISPANIC,5.7,190,MED,BRO,BLK,"BROWN JACKET, BLUE SWEATSHIRT, RED HAT, BROWN TIMBERLANDS",114,D,(null),BROADWAY && VERNON BOULEVARD,(null),BROADWAY,1001927,218974,(null),PBQN,QUEENS,NA,NA,NA,NA
NA,2021-10-11,01:10:00,2021,October,Monday,Based on Radio Run,APP,DTS,459,SGT,459,Y,(null),(null),(null),1,ROBBERY,11,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,15,MALE,BLACK,5.10,150,THN,BRO,BLK,(null),105,E,(null),247 STREET && 91 AVENUE,NA,247 STREET,1061449,203882,NA,PBQS,QUEENS,NA,N,N,6267
NA,2020-05-08,1899-12-31 03:33:00,2020,May,Friday,Based on Self Initiated,APP,POM,47,SGT,47,NA,O,(null),(null),1,CPW,4,Y,(null),Y,Y,CPW,N,(null),N,(null),S,V,Y,Y,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(,(null),(null),(null),Y,(null),(null),SA,CALM,19,MALE,BLACK,5.8,160,THN,BRO,BLK,RED JACKET WITH BLACK HOODIE,47,B,(null),4212 HILL AVE,NA,HILL AVE,1028203,265968,10466,PBBX,BRONX,NA,N,N,4319
NA,2020-05-12,1899-12-31 02:31:00,2020,May,Tuesday,Based on Self Initiated,APP,POM,111,SGT,111,NA,O,P,PSB,2,GRAND LARCENY,45,Y,(null),Y,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),PF,CALM,20,MALE,BLACK HISPANIC,5.9,160,THN,BRO,BLK,(null),111,A,(null),61-36 233 ST,NA,233 ST,1054763,212874,11364,PBQN,QUEENS,NA,N,N,4422
NA,2020-03-05,1899-12-31 01:13:00,2020,March,Thursday,Based on Radio Run,APP,POM,849,SSA,849,NA,S,T,Transi,115,OTHER,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CALM,15,MALE,BLACK,5.5,135,THN,BRO,BLK,SILVER JACKET SILVER SNEAKERS,13,B,(null),E 14 ST && UNION SQ E,NA,E 14 ST,986789,207008,(null),PBMS,MANHATTAN,NA,N,N,2231
2017121010101,2017-10-20,1899-12-31 23:30:00,2017,October,Friday,Based on Radio Run,APP,POM,121,SGT,121,Y,O,P,PSB,1,ROBBERY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),CM,ROBBERY,17,MALE,BLACK,5.1,160,MED,BRO,BLK,(null),121,C,(null),RICHMOND TERRACE && TREADWELL AVENUE,(null),RICHMOND TERRACE,946046,172471,(null),PBSI,STATEN IS,NA,NA,NA,NA
3913,2018-05-05,1899-12-31 00:00:00,2018,May,Saturday,Based on C/W on Scene,APP,POM,10,SGT,10,Y,O,P,PSB,0,GRAND LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,"AGGRESSIVE, BELLIGERENT",40,FEMALE,WHITE HISPANIC,5.9,200,MED,BRO,RED,"RED PANTS, BLACK TANK",10,B,(null),8 AVENUE && WEST 25 STREET,(null),8 AVENUE,984928,211276,(null),PBMS,MANHATTAN,NA,NA,NA,NA
2017013010040,2017-03-02,1899-12-31 09:00:00,2017,March,Thursday,Based on Self Initiated,APP,POM,863,SGT,863,Y,S,T,Transit,1,CPW,5,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,Y,Y,Y,(null),(null),DE,NERVOUS,33,MALE,WHITE HISPANIC,5.9,145,THN,BRO,BLK,GOATEE,13,E,(null),UNION SQUARE WEST && EAST 14 STREET,(null),UNION SQUARE WEST,986553,207131,(null),PBMS,MANHATTAN,NA,NA,NA,NA
NA,2019-11-27,1899-12-31 11:36:00,2019,November,Wednesday,Based on Radio Run,APP,POM,123,SGT,123,NA,O,(null),(null),1,PETIT LARCENY,34,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),NA,NA,16,FEMALE,BLACK,5.8,135,THN,BLK,XXX,BLACK DURAG,123,B,(null),6581 HYLAN BOULEVARD,NA,HYLAN BOULEVARD,922345,124714,(null),PBSI,STATEN ISLAND,13403,N,N,NA
NA,2019-06-12,1899-12-31 18:30:00,2019,June,Wednesday,Based on C/W on Scene,APP,POM,871,SGT,871,NA,S,T,Transit,1,CPW,1,N,SAFETY,N,Y,CPW,N,(null),N,(null),S,(null),N,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),DE,NORMAL,37,MALE,BLACK,5.9,135,THN,BRO,BLK,(null),60,C,(null),STILLWELL AVENUE && SURF AVENUE,NA,STILLWELL AVENUE,989472,148971,(null),PBBS,BROOKLYN,6300,N,Y,NA
NA,2020-10-06,1899-12-31 19:17:00,2020,October,Tuesday,Based on Radio Run,APP,POM,113,SGT,113,NA,(null),(null),(null),0,OTHER,24,Y,(null),N,Y,OTHER,N,(null),Y,(null),(null),(null),N,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),Y,(null),(null),SA,CALM,45,MALE,BLACK,5.1,180,MED,BRO,BLK,(null),113,C,(null),111 AVE && MERRICK BLVD,NA,111 AVE,1044851,192366,11433,PBQS,QUEENS,NA,N,N,7466
NA,2019-01-26,1899-12-31 10:50:00,2019,January,Saturday,Based on Self Initiated,APP,POM,808,SGT,808,NA,O,H,Housing,10,ROBBERY,20,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),NA,NA,24,MALE,BLACK,6.3,250,HEA,BRO,BLK,(null),43,D,(null),1824 WATSON AVENUE,NA,WATSON AVENUE,1021699,240930,(null),PBBX,BRONX,4372,N,(,NA
3574,2018-04-25,1899-12-31 23:35:00,2018,April,Wednesday,Based on Self Initiated,APP,DTS,425,SGT,425,Y,O,P,PSB,1,BURGLARY,3,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,22,MALE,BLACK,5.6,185,MED,BRO,BLK,(null),73,D,(null),TAPSCOTT STREET && BLAKE AVENUE,(null),TAPSCOTT STREET,1006553,181256,(null),PBBN,BROOKLYN,NA,NA,NA,NA
NA,2020-07-02,1899-12-31 01:07:00,2020,July,Thursday,Based on Radio Run,APP,POM,77,SGT,77,NA,O,P,PSB,2,CPW,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),SB,CALM,30,MALE,BLACK,6,220,HEA,BRO,XXX,BLACK DU-RAG FACE TATTOO OF A,77,D,(null),1569 STERLING PL,NA,STERLING PL,1004596,183862,11213,PBBN,BROOKLYN,NA,N,Y,5798
2017060010166,2017-10-01,1899-12-31 05:05:00,2017,October,Sunday,Based on C/W on Scene,APP,POM,060,SGT,060,Y,I,P,PSB,3,THEFT OF SERVICES,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,THEFT OF SERVICES,18,MALE,WHITE HISPANIC,5.5,150,THN,BLK,BLK,(null),60,B,(null),2939 CROPSEY AVENUE,(null),CROPSEY AVENUE,988016,151820,(null),PBBS,BROOKLYN,NA,NA,NA,NA
9927,2018-11-18,1899-12-31 03:12:00,2018,November,Sunday,Based on Radio Run,APP,POM,114,SGT,114,Y,O,P,PSB,1,ROBBERY,48,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,QUIET,22,MALE,WHITE HISPANIC,5.8,200,HEA,BLK,BLK,"BLACK JACKET W/ HOOD, LONG HAIR",114,A,(null),31-25 STEINWAY STREET,(null),STEINWAY STREET,1007018,216328,(null),PBQN,QUEENS,NA,NA,NA,NA
NA,2019-06-11,1899-12-31 17:30:00,2019,June,Tuesday,Based on Radio Run,APP,POM,34,SGT,34,NA,O,P,PSB,0,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,21,MALE,WHITE HISPANIC,5.6,160,MED,BRO,BRO,(null),34,A,(null),WEST 179 STREET && AMSTERDAM AVENUE,NA,WEST 179 STREET,1003105,247798,(null),PBMN,MANHATTAN,3570,N,N,NA
2017103010020,2017-04-06,1899-12-31 16:12:00,2017,April,Thursday,Based on Radio Run,APP,POM,103,SGT,103,Y,(null),P,PSB,1,CPW,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UNDERSTANDING,19,MALE,BLACK,6.3,260,HEA,BRO,BLK,ALL BL,103,A,(null),160 STREET && 90 AVENUE,(null),160 STREET,1039687,196259,(null),PBQS,QUEENS,NA,NA,NA,NA
NA,2021-03-26,19:40:00,2021,March,Friday,Based on Radio Run,APP,POM,067,SGT,067,N,O,P,PSB,1,GRAND LARCENY AUTO,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,36,FEMALE,BLACK,5.6,180,MED,BRO,ZZZ,(null),067,C,(null),UTICA AVE && LENOX RD,NA,UTICA AVE,1003460,178040,NA,PBBS,BROOKLYN,NA,(null),(null),1881
7580,2018-08-31,1899-12-31 01:44:00,2018,August,Friday,Based on Radio Run,APP,POF,42,SGT,42,Y,I,(null),(null),2,BURGLARY,7,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,17,MALE,WHITE HISPANIC,5.5,145,THN,BRO,BLK,BLACK T-SHIRT,42,C,4TH FLOOR,3463 3 AVENUE,(null),3 AVENUE,1010151,241623,(null),PBBX,BRONX,NA,NA,NA,NA
NA,2019-06-02,1899-12-31 00:01:00,2019,June,Sunday,Based on Self Initiated,APP,POM,804,SGT,804,NA,O,H,Housing,1,CPW,10,Y,(null),N,Y,CPW,N,(null),N,(null),S,V,N,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,ANGRY & BELLIGERENT,34,FEMALE,BLACK,5.5,130,THN,BRO,BLK,"BLACK T-SHIRT, BLACK JEANS, BLACK BASEBALL HAT",7,A,(null),200 MADISON STREET,NA,MADISON STREET,986893,198896,(null),PBMS,MANHATTAN,478,N,N,NA
2017042010253,2017-10-31,1899-12-31 18:05:00,2017,October,Tuesday,Based on Radio Run,APP,POM,042,SGT,042,Y,(null),P,PSB,1,CPW,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NORMAL/CALM,28,MALE,BLACK,6.1,155,THN,BRO,BLK,(null),42,B,(null),BOSTON ROAD && EAST 173 STREET,(null),BOSTON ROAD,1014727,243921,(null),PBBX,BRONX,NA,NA,NA,NA
NA,2019-03-31,1899-12-31 21:23:00,2019,March,Sunday,Based on Radio Run,APP,POM,61,SGT,61,NA,I,(null),(null),1,CPW,15,Y,(null),Y,N,(null),Y,MARIJU,Y,(null),(null),(null),Y,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CORDIAL,17,MALE,BLACK,5.7,180,MED,BRO,BRO,ALL BLACK CLOTHING,61,A,(null),1615 QUENTIN ROAD,NA,QUENTIN ROAD,996183,160935,(null),PBBS,BROOKLYN,6466,N,N,NA
NA,2019-04-16,1899-12-31 03:32:00,2019,April,Tuesday,Based on Self Initiated,APP,POM,45,SGT,45,NA,O,P,PSB,5,OTHER,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,43,MALE,WHITE,6,180,THN,BRO,BLD,(null),45,B,(null),WESTCHESTER AVENUE && BRUCKNER BOULEVARD,NA,WESTCHESTER AVENUE,1032091,241976,(null),PBBX,BRONX,4863,N,N,NA
NA,2021-10-09,18:21:00,2021,October,Saturday,Based on Radio Run,APP,POM,042,LT,042,Y,(null),P,PSB,2,CPW,2,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,75,MALE,BLACK,(null),(null),(null),(null),(null),(null),042,D,(null),E 163 ST && TINTON AVE,NA,E 163 ST,1011058,239029,NA,PBBX,BRONX,NA,Y,Y,6199
NA,2021-07-21,19:02:00,2021,July,Wednesday,Based on Radio Run,APP,POM,103,SGT,103,N,(null),(null),(null),1,CPW,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,(null),FEMALE,BLACK,5.6,180,HEA,BLK,BRO,(null),103,A,(null),138 PL && JAMAICA AVE,NA,138 PL,1035826,195286,NA,PBQS,QUEENS,NA,N,(null),4226
NA,2021-12-17,22:13:00,2021,December,Friday,Based on Self Initiated,APP,POM,069,SGT,069,N,I,P,PSB,1,CPW,1,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,34,MALE,BLACK,5.8,220,HEA,BRO,BLK,OLIVE BEANIE GRAY SWEATER BLUE SWEAT PANTS GRAY NIKE SNEAKERS,069,A,(null),1414 ROCKAWAY PKWY,NA,ROCKAWAY PKWY,1011224,174430,NA,PBBS,BROOKLYN,NA,N,N,8794
6697,2018-08-02,1899-12-31 02:38:00,2018,August,Thursday,Based on Radio Run,APP,POM,73,SGT,73,Y,(null),T,Transit,1,CPW,5,Y,(null),N,Y,CPW,N,(null),N,(null),S,V,Y,Y,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),Y,Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),DE,"NERVOUS, UNCOOPERATIVE, UPSET, ANGRY",29,MALE,BLACK,6,250,HEA,BRO,BLK,(null),73,C,(null),LIVONIA AVENUE && SACKMAN STREET,(null),LIVONIA AVENUE,1011082,180980,(null),PBBN,BROOKLYN,NA,NA,NA,NA
5826,2018-07-06,1899-12-31 19:01:00,2018,July,Friday,Based on Radio Run,APP,POM,860,SGT,860,Y,S,T,Transit,5,CPW,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,PERSON WAS COOPERATING WITH OFFICERS.,38,MALE,WHITE HISPANIC,5.7,170,MED,BRO,BLK,(null),18,H,(null),WEST 57 STREET && AVENUE OF THE AMERICAS,(null),WEST 57 STREET,990567,217741,(null),PBMS,MANHATTAN,NA,NA,NA,NA
NA,2021-11-06,01:20:00,2021,November,Saturday,Based on Self Initiated,APP,POM,067,SGT,067,Y,(null),(null),(null),1,CPW,6,N,ARREST,N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,DE,CALM,45,MALE,BLACK HISPANIC,6.1,280,HEA,BRO,BLK,WHITE TSHIRT BLUE JEANS,067,C,(null),WINTHROP ST && REMSEN AVE,NA,WINTHROP ST,1004433,179499,NA,PBBS,BROOKLYN,NA,(null),(null),7026
2863,2018-04-01,1899-12-31 21:40:00,2018,April,Sunday,Based on Radio Run,APP,POM,83,SGT,83,Y,I,(null),(null),1,ASSAULT,44,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),DE,"CALM, IN PAIN",16,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BLK,(null),83,C,(null),252 CENTRAL AVENUE,(null),CENTRAL AVENUE,1005497,193244,(null),PBBN,BROOKLYN,NA,NA,NA,NA
2017107010068,2017-12-12,1899-12-31 15:47:00,2017,December,Tuesday,Based on Radio Run,APP,POM,107,SGT,107,Y,O,P,PSB,1,PETIT LARCENY,17,Y,(null),N,Y,PETIT LARCENY,N,(null),N,(null),S,(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,PETIT LARCENY,43,MALE,WHITE HISPANIC,5.5,150,THN,BRO,BLK,N/A,107,C,(null),160 STREET && 85 AVENUE,(null),160 STREET,1038402,198839,(null),PBQS,QUEENS,NA,NA,NA,NA
2017075010075,2017-03-13,1899-12-31 15:02:00,2017,March,Monday,Based on C/W on Scene,APP,POM,875,SGT,875,Y,I,T,Transit,1,THEFT OF SERVICES,10,Y,(null),N,Y,THEFT OF SERVICES,N,(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,THEFT OF SERVICES,29,MALE,BLACK,6.4,200,MED,BRO,BLK,(null),NA,(null),(null),EUCLID AVENUE && PITKIN AVENUE,(null),EUCLID AVENUE,NA,NA,(null),(nul,(null),NA,NA,NA,NA
